spec,instrument,instrument_type,ionization,adduct,precursor,precursor_mz,precursor_abs_diff,collision_energies,collision_energy,fold,simulation_challenge,labels_ce_is_trunc_of_parquet,precursor_mismatch,ce_mismatch,instrument_mismatch,adduct_mismatch,inchikey_mismatch,formula_mismatch,smiles_canonical_mismatch
MassSpecGymID0002328,Orbitrap,Orbitrap,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['46'],46.572708,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002329,Orbitrap,Orbitrap,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['34'],34.929531000000004,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002330,Orbitrap,Orbitrap,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['23'],23.286354,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002331,Orbitrap,Orbitrap,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['11'],11.643177,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002332,Orbitrap,Orbitrap,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['27'],27.167413,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002339,QTOF,QTOF,[M+H]+,[M+H]+,388.1059,388.1059,0.0,['29'],29.2,val,True,True,False,True,False,False,False,False,False
MassSpecGymID0002391,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['21'],21.357581,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002392,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['27'],27.459747,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002393,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['54'],54.919494,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002394,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['27'],27.459747,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002395,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['36'],36.612996,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002396,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['45'],45.766245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002397,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['9'],9.153249,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002398,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['21'],21.357581,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002399,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['54'],54.919494,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002400,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['18'],18.306498,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002401,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['9'],9.153249,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002402,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['45'],45.766245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002403,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['18'],18.306498,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002404,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['36'],36.612996,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002405,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['24'],24.408664,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002406,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['48'],48.817328,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002407,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['54'],54.919494,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002408,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['30'],30.51083,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002410,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['36'],36.612996,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002413,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['42'],42.715162,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002418,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['21'],21.357581,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002419,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['54'],54.919494,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002420,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['45'],45.766245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002421,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['36'],36.612996,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002422,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['27'],27.459747,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002423,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['18'],18.306498,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002424,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['9'],9.153249,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002425,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['54'],54.919494,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002426,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['45'],45.766245,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002427,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['36'],36.612996,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002428,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['27'],27.459747,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002429,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['18'],18.306498,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002430,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['9'],9.153249,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002431,Orbitrap,Orbitrap,[M+H]+,[M+H]+,305.1083,305.1083,0.0,['21'],21.357581,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002443,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['62'],62.73855,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002444,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['12'],12.54771,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002445,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['25'],25.09542,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002446,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['75'],75.28626,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002447,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['18'],18.821565,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002448,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['37'],37.64313,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002449,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['31'],31.369275,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002450,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['6'],6.273855,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002451,Orbitrap,Orbitrap,[M+H]+,[M+H]+,209.1285,209.1285,0.0,['50'],50.19084,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002473,QTOF,QTOF,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['23'],23.85,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002477,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['41'],41.401242,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002478,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['20'],20.700621,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002479,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['6'],6.900207,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002480,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['20'],20.700621,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002481,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['41'],41.401242,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002482,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['13'],13.800414,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002483,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['27'],27.600828,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002484,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['27'],27.600828,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002485,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['34'],34.501035,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002486,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['13'],13.800414,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002487,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['34'],34.501035,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002488,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['16'],16.100483,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002489,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['16'],16.100483,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002490,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['6'],6.900207,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002491,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['13'],13.800414,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002493,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['9'],9.200276,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002495,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['4'],4.600138,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002503,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['16'],16.100483,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002504,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['41'],41.401242,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002505,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['34'],34.501035,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002506,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['27'],27.600828,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002507,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['20'],20.700621,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002508,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['13'],13.800414,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002509,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['6'],6.900207,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002510,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['41'],41.401242,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002511,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['34'],34.501035,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002512,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['27'],27.600828,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002513,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['20'],20.700621,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002514,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['13'],13.800414,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002515,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['6'],6.900207,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002516,Orbitrap,Orbitrap,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['16'],16.100483,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002526,QTOF,QTOF,[M+H]+,[M+H]+,230.0069,230.0069,0.0,['23'],23.85,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002574,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['25'],25.029495,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002575,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['16'],16.68633,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002576,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['25'],25.029495,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002577,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['8'],8.343165,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002578,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['50'],50.05899,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002579,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['33'],33.37266,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002580,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['8'],8.343165,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002581,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['41'],41.715825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002582,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['33'],33.37266,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002583,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002584,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['16'],16.68633,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002585,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002586,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['41'],41.715825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002587,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['50'],50.05899,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002588,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002589,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['50'],50.05899,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002590,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['38'],38.93477000000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002591,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['16'],16.68633,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002593,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['44'],44.49688,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002595,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['11'],11.12422,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002597,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['5'],5.5621100000000006,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002598,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['27'],27.81055,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002599,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['33'],33.37266,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002600,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['22'],22.24844,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002606,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002608,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002609,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['50'],50.05899,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002610,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['41'],41.715825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002611,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['33'],33.37266,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002612,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['25'],25.029495,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002613,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['16'],16.68633,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002614,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['8'],8.343165,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002615,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['50'],50.05899,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002616,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['41'],41.715825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002617,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['33'],33.37266,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002618,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['25'],25.029495,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002619,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['16'],16.68633,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002620,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['8'],8.343165,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002621,Orbitrap,Orbitrap,[M+H]+,[M+H]+,278.1055,278.1055,0.0,['19'],19.467385000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002727,QTOF,QTOF,[M+H]+,[M+H]+,202.0433,202.0433,0.0,['22'],22.6,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002806,QTOF,QTOF,[M+H]+,[M+H]+,202.0433,202.0433,0.0,['22'],22.6,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002867,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['41'],41.587784000000006,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002868,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['17'],17.823336000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002870,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['11'],11.882224000000004,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002871,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['47'],47.52889600000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002873,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['29'],29.70556,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002874,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['35'],35.64667200000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002875,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['23'],23.764448000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002876,Orbitrap,Orbitrap,[M+H]+,[M+H]+,297.0556,297.0556,0.0,['53'],53.470008,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002908,QTOF,QTOF,[M+H]+,[M+H]+,262.1186,262.1186,0.0,['25'],25.3,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002912,Orbitrap,Orbitrap,[M+H]+,[M+H]+,262.1186,262.1186,0.0,['10'],10.484744,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002913,Orbitrap,Orbitrap,[M+H]+,[M+H]+,262.1186,262.1186,0.0,['41'],41.938976,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002914,Orbitrap,Orbitrap,[M+H]+,[M+H]+,262.1186,262.1186,0.0,['36'],36.696604,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0002915,Orbitrap,Orbitrap,[M+H]+,[M+H]+,262.1186,262.1186,0.0,['20'],20.969488,train,True,True,False,True,False,False,False,False,False
